PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
69,0,1,"Clark, Mr. John",Male,,1,0,PC 67176,12.3155,A145,S
433,0,1,"Parker, Dr. Arthur",Male,36.5,1,0,71144,73.01,D92,Southampton
69,0,1,"Clark, Mr. John",Male,,1,0,PC 67176,12.3155,A145,S
168,0,3,"Allen, Mr. Fred",m,39.2,0,2,STON/O 380444,4.0906,,Southampton
693,1,3,"Parker, Col. Thomas",male,5.9,2,0,STON/O 88822,11.878,,Southampton
731,1,1,"Mitchell, Mr. Alfred",M,38.4,0,1,SC/PARIS 115963,1.1231,F54,s
555,1,1,"Morris, Rev. Samuel",Male,45.1,0,0,308714,92.8422,D106,Cherbourg
367,1,2,"Smith, Mr. Charles",M,41.8,1,0,PC 104878,22.4184,,S
346,0,2,"Campbell, Rev. James",MALE,,2,3,A/5 129177,0.919,D30,C
585,0,3,"Nelson, Major. James",Male,0.4,1,2,C.A. 290127,9.3045,,s
536,1,1,"Hall, Mr. Thomas",M,53.7,0,0,368618,3.9192,C106,Q
399,1,3,"Morris, Col. Alfred",MALE,58.1,0,0,PC 64062,4.0012,,s
186,1,1,"Smith, Col. Alfred",male,32.7,0,0,C.A. 196717,30.8401,A92,c
349,1,1,"Allen, Mr. George",male,23.7,2,0,STON/O 374462,$48.20,,S
616,0,3,"Green, Mrs. Bertha",F,40.8,0,0,STON/O 348593,225.7765,,s
228,1,3,"Campbell, Lady. Anna",FEMALE,44.9,2,0,C.A. 80393,2.4674,,Southampton
212,0,3,"Nelson, Major. Thomas",MALE,,0,0,PC 360132,29.8231,,Southampton
580,1,3,"Moore, Major. Harry",male,,0,0,PC 132437,0.5444,,s
503,0,3,"Adams, Mme. Edith",f,32.3,0,2,87949,4.805,,s
538,0,3,"Rogers, Lady. Margaret",Female,22.9,0,0,SC/PARIS 142073,11.0844,,S
197,0,3,,female,,0,0,C.A. 298399,70.4111,,Southampton
176,1,2,"Adams, Mlle. Sarah",female,12.5,0,0,SC/PARIS 73560,36.4174,,Q
